menu.nr401_1_angren_intro.115;Parancsot adsz a seregednek Rôtlobinden megtámadására.
say.nr401_1_angren_intro.269;Felség... Könyörgöm, nyugodjon meg, és gondolja ezt végig!
say.nr401_1_angren_intro.271;Talán rájuk kell uszítanom a kutyákat?!
say.nr401_1_angren_intro.272;Gascon és Reynard egymásra pillantottak, majd megfordultak, és távoztak... Az egyik emerre, a másik amarra.
say.nr401_1_angren_intro.276;Hasztalan lett volna minden szó. Gascon finoman meghajolt, a vállára vette a batyuját,... és eltûnt, mint a reggeli köd.
say.nr401_1_angren_intro.277;A királynô utasítása egyértelmû volt és ellentmondást nem tûrô. Gascon és Reynard eliszkoltak, magára hagyva Meve-et a gondolataival.
say.nr401_1_angren_intro.279;"A fene vigye az egészet"
say.nr401_1_angren_intro.281;– morogta. –
say.nr401_1_angren_intro.283;"Nem ez az elsô tôr, amivel hátba szúrtak. És, jó eséllyel, nem is az utolsó. Az pedig, hogy magamat siratom, egyáltalán nem segít."
say.nr401_1_angren_intro.285;Az elfogott nilfgaardiaktól Meve megtudta, hogy Caldwell Tuzla várában, Angren szívében tartózkodott. Egy kisebb különítmény Rôtlobindenben maradt, a királynô a sereg többi részével pedig elindult, hogy szembenézzen az áruló gróffal...
say.nr401_1_angren_intro.288;Csak Aedirnben váltottunk levelet elôször. Majd Rosberg elestét követôen jutottunk megegyezésre.
say.nr401_1_angren_intro.289;Nem én vagyok az egyedüli, aki megtévesztett. De azon vagyok, hogy jóvá tegyem a hibámat.
say.nr401_1_angren_intro.294;Ezt mondja most... De nem tudhatom, mik álltak a levelekben, milyen háttéralkuk köttettek. És ezért többet nem hihetek a szavának.
say.nr401_1_angren_intro.3;Remélhetôleg kellemesen.
say.nr401_1_angren_intro.300;A lovak után kellene köttetnem, aztán felnégyeltetnem mindkettôjüket.
say.nr401_1_angren_intro.301;"A fene egye meg...!"
say.nr401_1_angren_intro.33;Akkor hogy lehet, hogy még mindig életben vagyok? Miért nem ejtettél foglyul az éj leple alatt, s hurcoltál láncra verve Rôtlobindenbe?
say.nr401_1_angren_intro.4;Ne ácsingózz itt dicséretért. Nem áll jól neked. Különben is, mindketten tudjuk, hogy kiérdemelted már a kitüntetést és a rangot.
say.nr401_1_angren_intro.43;Arra, hogy Gascon a hátam mögött ármánykodik és cselt szó, számítottam is! De hogy Ön, Reynard?
say.nr401_1_angren_intro.45;Felség... ôszinte meggyôzôdéssel tettem... Sôt, a legnemesebb szándékkal. Könyörögve kérem, adjon egy esélyt, hogy––
say.nr401_1_angren_intro.46;Nem. Elválnak az útjaink, Reynard. Itt és most, végleg.
say.nr401_1_angren_intro.47;Reynardnak mozgott a szája, mintha beszélne, ám a torkán akadtak a szavak. Ezért hát meghajolt, majd lovához viharzott, aztán elvágtatott a messzeségbe.
say.nr401_1_angren_intro.48;Amikor elôször találkoztunk, meg voltam róla gyôzôdve, hogy egy gazember vagy, Gascon. Fontolgattam, hogy felköttetlek az elsô, utunkba esô ölesebb fára.
say.nr401_1_angren_intro.5;Ha-ha-haa! Még szavadon foglak, Királynôm.
say.nr401_1_angren_intro.50;Úgy tûnik, a megérzésem helyes volt. Jobban kellene bíznom benne. Most pedig, takarodj a szemem elôl!
say.nr401_1_angren_intro.52;Meve...
say.nr401_1_angren_intro.54;Taka- rodj a- szemem- elôl!
say.nr401_1_angren_intro.55;Ám, az igazat megvallva,... nem boldogulnék kettejük nélkül. Most még kevésbé, mint eddig. Ez az egyetlen oka, amiért kegyelmes leszek, és megbocsátok.
say.nr401_1_angren_intro.57;Felség, talán kételkedik a helyességében, de ez a jó döntés. Be fogom bizonyítani Önnek. Köszönöm!
say.nr401_1_angren_intro.58;Reynard és én ritkán vagyunk azonos állásponton,... de – jelen körülmények között – jómagam is csak ismételni tudnám a szavait.
say.nr401_1_angren_intro.59;Ó, fogják már be a szájukat! És mintha akadna épp elég dolguk a szekereknél. Most!
say.nr401_1_angren_intro.6;Mindennek eljön az ideje. De tudnom kell,... hogyan csináltad. Milyen fondorlattal vetted rá a nilfgaardiakat, hogy kinyissák a kaput?
say.nr401_1_angren_intro.7;Ugyan, ugyan – az én elbûvölô jellememmel nincs szükség fondorlatra.
say.nr401_1_angren_intro.70;Meve a palánkról letekintett a Jarugán túl elterülô ingoványra. A királynô sóhajtott egy nagyot. Kihívásokra számított Angrenben. Arra is számított, sôt, remélte, hogy rálel a soraik között megbúvó árulóra. De hogy kettôre is – és, ráadásul, hogy mindkettô a hadsegédje legyen? Nagy súly telepedett a szívére.\n
say.nr401_1_angren_intro.8;Ó, értem. Nem kívánod megosztani a titkaidat?
say.nr401_1_angren_intro.83;Meve a szederbokrok közül figyelte a palánk tetején strázsáló nilfgaardi ôröket. Teljes felszerelésükbôl és feszült testtartásukból arra következtetett, hogy készek mindenáron megvédelmezni az erôdítményt.\n\n
say.nr401_1_angren_intro.85;– káromkodta el magát Meve, mert tudta, hogy Rôtlobindent nem tudja csellel bevenni. Meg kell majd ostromolnia, és az jelentôsen le foga lassítani az elôrehaladásban. De nem tehetett mást, mert rajta keresztül vezetett az egyetlen út Angrenbe,... és Caldwellhez.\n\n
say.nr401_1_angren_intro.87;Reynard letörölte a verejtéket a homlokáról, fejébe húzta a sisakját, és egy mozdulattal lecsapta a napellenzôjét.\n
say.nr401_1_angren_intro.89;"Parancsára, Felség."
title.nr401_1_angren_intro.295;Rôtlobinden
title.nr401_1_angren_intro.817;Rôtlobinden

